origin,destination,busline,class
220,55,CATARINENSE,CONV. AR+WC
220,55,CATARINENSE,CONV. AR+WC
220,55,CATARINENSE,CONV. AR+WC
220,55,CATARINENSE,CONV. AR+WC
220,55,CATARINENSE,EXECUTIVO
220,55,CATARINENSE,CONV. AR+WC
220,55,CATARINENSE,CONV. AR+WC
220,55,CATARINENSE,EXECUTIVO DD
220,55,CATARINENSE,LEITO DD
220,55,PLUMA,CONVENCIONAL
450,55,PLUMA,DOUBLE DECK
450,55,PLUMA,LEITO
450,55,PLUMA,DOUBLE DECK
450,55,PLUMA,LEITO
450,55,PLUMA,DOUBLE DECK
450,55,PLUMA,LEITO
1531,55,GARCIA,EXECUTIVO
1531,55,GARCIA,CONVENC.
1531,55,GARCIA,LEITO
1531,55,GARCIA,EXECUTIVO
1531,55,GARCIA,LEITO
1531,55,GARCIA,EXECUTIVO
1536,55,GARCIA,EXECUTIVO
1536,55,GARCIA,CONVENC.
1536,55,GARCIA,CONVENC.
1536,55,GARCIA,CONVENC.
1536,55,GARCIA,EXECUTIVO
1536,55,GARCIA,LEITO
1608,55,GARCIA,CONVENC.
2427,55,GARCIA,CONVENC.
2427,55,GARCIA,CONVENC.
2427,55,GARCIA,LEITO
2772,55,GARCIA,CONVENC.
2772,55,GARCIA,LEITO
1,56,COMETA,CONV
1,56,COMETA,CONV
1,56,COMETA,CONV
1,56,COMETA,CONV
1,56,COMETA,CONV
1,56,COMETA,CONV
1,56,COMETA,CONV
1,56,COMETA,CONV
1,56,COMETA,CONV
1,57,EXPRESSO DO SUL,CONV AR
1,57,EXPRESSO DO SUL,GTV EX.
1,57,EXPRESSO DO SUL,GTV 1.CLS
1,57,EXPRESSO DO SUL,CONV AR
1,57,EXPRESSO DO SUL,CONV AR
1,57,EXPRESSO DO SUL,CONV AR
1,57,EXPRESSO DO SUL,GTV EX.
1,57,EXPRESSO DO SUL,GTV 1.CLS
1,57,EXPRESSO DO SUL,CONV AR
1,57,EXPRESSO DO SUL,GTV EX.
1,57,EXPRESSO DO SUL,GTV 1.CLS
1,57,EXPRESSO DO SUL,CONV AR
1,57,EXPRESSO DO SUL,GTV EX.
1,57,EXPRESSO DO SUL,GTV 1.CLS
1,57,EXPRESSO DO SUL,CONV AR
1,57,EXPRESSO DO SUL,GTV EX.
1,57,EXPRESSO DO SUL,GTV 1.CLS
1,57,EXPRESSO DO SUL,CONV AR
1,57,EXPRESSO DO SUL,LEITO
1,57,1001,CONV C/AR
1,57,1001,LEITO
1,57,1001,LEITO DD
1,57,1001,EXECUTIVO DD
1,57,1001,LEITO DD
1,57,1001,EXECUTIVO DD
1,57,1001,LEITO DD
1,57,1001,EXECUTIVO DD
1,57,1001,LEITO DD
1,57,1001,EXECUTIVO DD
1,57,1001,CONV C/AR
1,57,1001,LEITO DD
1,57,1001,EXECUTIVO DD
1,57,1001,LEITO DD
1,57,1001,EXECUTIVO DD
1,57,1001,LEITO DD
1,57,1001,EXECUTIVO DD
1,57,1001,CONV C/AR
1,57,1001,LEITO DD
1,57,1001,EXECUTIVO DD
1,57,1001,LEITO
1,57,1001,LEITO DD
1,57,1001,EXECUTIVO DD
1,57,ITAPEMIRIM,CONV C/ AR
1,57,ITAPEMIRIM,CONV C/ AR
1,57,ITAPEMIRIM,CONV C/ AR
1,57,ITAPEMIRIM,CONV C/ AR
1,57,ITAPEMIRIM,SEMI LEITO
1,57,ITAPEMIRIM,CONV C/ AR
1,57,ITAPEMIRIM,SEMI LEITO
1,57,ITAPEMIRIM,SEMI LEITO
1,57,ITAPEMIRIM,CONV C/ AR
1,57,ITAPEMIRIM,SEMI LEITO
1,57,ITAPEMIRIM,CONV C/ AR
1,57,ITAPEMIRIM,CONV C/ AR
1,57,ITAPEMIRIM,CONV C/ AR
1,57,ITAPEMIRIM,LEITO
1,57,ITAPEMIRIM,LEITO-CAMA
1,57,EXPRESSO BRASILEIRO,CONVENCIONAL
1,57,EXPRESSO BRASILEIRO,CONVENCIONAL
1,57,EXPRESSO BRASILEIRO,CONVENCIONAL
1,57,EXPRESSO BRASILEIRO,CONVENCIONAL
1,57,EXPRESSO BRASILEIRO,EXECUTIVO
1,57,EXPRESSO BRASILEIRO,1CLASSE LEIT
1,57,EXPRESSO BRASILEIRO,CONVENCIONAL
1,57,EXPRESSO BRASILEIRO,EXECUTIVO
1,57,EXPRESSO BRASILEIRO,1CLASSE LEIT
1,57,EXPRESSO BRASILEIRO,CONVENCIONAL
1,57,EXPRESSO BRASILEIRO,EXECUTIVO
1,57,EXPRESSO BRASILEIRO,1CLASSE LEIT
1,57,EXPRESSO BRASILEIRO,CONVENCIONAL
1,57,EXPRESSO BRASILEIRO,EXECUTIVO
1,57,EXPRESSO BRASILEIRO,1CLASSE LEIT
1,57,EXPRESSO BRASILEIRO,CONVENCIONAL
1,57,EXPRESSO BRASILEIRO,CONVENCIONAL
1,57,EXPRESSO BRASILEIRO,LEITO CAMA
2,57,UTIL,EXE
2,57,UTIL,S.LEI
2,57,UTIL,S.LEI
2,57,UTIL,S.LEI
2,57,UTIL,EXE
2,57,UTIL,S.LEI
2,57,UTIL,S.LEI
2,57,UTIL,CON
2,57,UTIL,LEITO
2,57,UTIL,LEITO
2,57,UTIL,EXE
2,57,UTIL,S.LEI
3,57,COMETA,GTV EX.
3,57,COMETA,GTV 1.CLS
3,57,COMETA,CONV
3,57,COMETA,GTV EX.
3,57,COMETA,GTV 1.CLS
3,57,COMETA,CONV
3,57,COMETA,CONV
3,57,COMETA,GTV EX.
3,57,COMETA,GTV 1.CLS
3,57,COMETA,CONV
7,57,COMETA,CONV
7,57,COMETA,EXEC
17,57,1001,EXECUTIVO
19,57,PLUMA,CONVENCIONAL
23,57,1001,CONV C/AR
23,57,ITAPEMIRIM,CONV C/ AR
24,57,1001,CONV C/AR
24,57,ITAPEMIRIM,CONV C/ AR
30,57,SAMPAIO,CON
30,57,SAMPAIO,S.LEI
30,57,SAMPAIO,EXE
30,57,SAMPAIO,EXE
30,57,SAMPAIO,CON
30,57,SAMPAIO,EXE
30,57,SAMPAIO,CON
30,57,SAMPAIO,EXE
30,57,SAMPAIO,EXE
30,57,SAMPAIO,S.LEI
40,57,SAMPAIO,EXE
40,57,SAMPAIO,EXE
40,57,SAMPAIO,EXE
40,57,SAMPAIO,EXE
55,57,ITAPEMIRIM,CONV C/ AR
59,57,UTIL,CON
59,57,UTIL,C/AR
59,57,UTIL,C/AR
59,57,UTIL,C/AR
59,57,UTIL,C/AR
59,57,UTIL,S.LEI
59,57,UTIL,C/AR
59,57,BRISA,C/AR
59,57,UTIL,C/AR
59,57,UTIL,C/AR
59,57,UTIL,C/AR
59,57,UTIL,CON
59,57,UTIL,C/AR
59,57,BRISA,CON
59,57,BRISA,CON
59,57,UTIL,C/AR
59,57,UTIL,C/AR
59,57,UTIL,C/AR
59,57,UTIL,C/AR
59,57,UTIL,S.LEI
59,57,UTIL,CON
64,57,COMETA,CONV
64,57,COMETA,CONV
64,57,COMETA,CONV
64,57,COMETA,CONV
64,57,COMETA,GTV EX.
64,57,COMETA,GTV 1.CLS
64,57,COMETA,CONV
64,57,COMETA,LEITO
64,57,UTIL,S.LEI
64,57,UTIL,CON
64,57,UTIL,CON
64,57,UTIL,S.LEI
64,57,UTIL,S.LEI
64,57,UTIL,EXE
64,57,UTIL,EXE
64,57,UTIL,EXE
64,57,UTIL,CON
64,57,UTIL,LEITO
64,57,UTIL,EXE
64,57,UTIL,CON
64,57,UTIL,S.LEI
67,57,COMETA,CONV
67,57,COMETA,CONV
68,57,ITAPEMIRIM,CONV C/ AR
76,57,ITAPEMIRIM,CONV C/ AR
76,57,UTIL,EXE
76,57,UTIL,S.LEI
76,57,UTIL,EXE
77,57,AGUIA BRANCA,SEMI-LEITO
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
91,57,COSTA VERDE,CONV
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
96,57,1001,CONV C/AR
102,57,1001,CONV C/AR
102,57,1001,CONV C/AR
102,57,1001,CONV C/AR
102,57,1001,CONV C/AR
102,57,1001,CONVENCIONAL
102,57,1001,CONV C/AR
102,57,1001,CONVENCIONAL
102,57,1001,CONV C/AR
102,57,1001,CONVENCIONAL
102,57,1001,CONV C/AR
102,57,1001,CONV C/AR
106,57,UTIL,S.LEI
106,57,UTIL,CON
106,57,UTIL,C/AR
128,57,1001,CONV C/AR
128,57,1001,CONV C/AR
128,57,1001,CONV C/AR
128,57,1001,CONV C/AR
128,57,1001,CONV C/AR
128,57,1001,CONV C/AR
128,57,1001,CONV C/AR
128,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONVENCIONAL
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONVENCIONAL
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONVENCIONAL
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONVENCIONAL
129,57,1001,CONVENCIONAL
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONVENCIONAL
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONVENCIONAL
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
129,57,1001,CONV C/AR
141,57,1001,CONV C/AR
141,57,1001,EXECUTIVO DD
141,57,1001,LEITO DD
141,57,1001,CONV C/AR
141,57,1001,LEITO DD
141,57,1001,EXECUTIVO DD
141,57,1001,EXEC MASTER
141,57,1001,EXECUTIVO DD
141,57,1001,LEITO DD
141,57,1001,CONV C/AR
141,57,1001,EXECUTIVO DD
141,57,1001,LEITO DD
141,57,1001,CONV C/AR
141,57,1001,CONV C/AR
141,57,1001,CONV C/AR
141,57,1001,LEITO DD
141,57,1001,EXECUTIVO DD
141,57,1001,CONV C/AR
141,57,1001,CONV C/AR
141,57,1001,CONV C/AR
141,57,1001,EXEC MASTER
141,57,1001,EXECUTIVO DD
141,57,1001,LEITO DD
141,57,1001,EXEC MASTER
141,57,1001,LEITO DD
141,57,1001,EXECUTIVO DD
141,57,1001,CONV C/AR
141,57,1001,EXECUTIVO DD
141,57,1001,LEITO DD
141,57,1001,EXEC MASTER
141,57,1001,CONV C/AR
141,57,1001,CONV C/AR
141,57,1001,CONV C/AR
141,57,1001,EXECUTIVO DD
141,57,1001,LEITO DD
141,57,1001,CONV C/AR
141,57,1001,CONV C/AR
141,57,1001,CONV C/AR
141,57,1001,LEITO DD
141,57,1001,EXECUTIVO DD
141,57,1001,EXECUTIVO DD
141,57,1001,LEITO DD
141,57,1001,EXEC MASTER
184,57,PLUMA,CONVENCIONAL
184,57,PLUMA,CONVENCIONAL
211,57,1001,CONVENCIONAL
211,57,1001,CONVENCIONAL
211,57,1001,CONV C/AR
211,57,1001,CONVENCIONAL
211,57,1001,EXECUTIVO
211,57,1001,CONVENCIONAL
211,57,1001,LEITO DS
211,57,1001,EXECUTIVO DS
211,57,1001,CONV C/AR
211,57,1001,CONVENCIONAL
211,57,1001,CONVENCIONAL
211,57,1001,EXECUTIVO
211,57,1001,CONV C/AR
211,57,1001,CONV C/AR
211,57,1001,EXECUTIVO
211,57,1001,CONVENCIONAL
211,57,1001,CONVENCIONAL
211,57,1001,CONVENCIONAL
211,57,1001,CONV C/AR
211,57,1001,CONVENCIONAL
211,57,1001,LEITO DS
211,57,1001,EXECUTIVO DS
232,57,MACAENSE,CONV C/AR
232,57,MACAENSE,CONV C/AR
232,57,1001,ESPECIAL
232,57,MACAENSE,CONV C/AR
232,57,1001,CONV C/AR
232,57,MACAENSE,CONV C/AR
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,MACAENSE,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,1001,CONV C/AR
232,57,1001,CONV C/AR
232,57,1001,ESPECIAL
232,57,MACAENSE,CONV C/AR
232,57,1001,CONV C/AR
261,57,1001,CONVENCIONAL
261,57,1001,CONVENCIONAL
261,57,1001,CONV C/AR
261,57,1001,CONVENCIONAL
261,57,1001,CONV C/AR
261,57,1001,CONV C/AR
261,57,1001,CONVENCIONAL
261,57,1001,CONV C/AR
261,57,1001,CONVENCIONAL
261,57,1001,CONV C/AR
261,57,1001,CONV C/AR
261,57,1001,CONVENCIONAL
261,57,1001,CONV C/AR
261,57,1001,CONV C/AR
261,57,1001,CONV C/AR
261,57,1001,CONV C/AR
261,57,1001,CONV C/AR
261,57,1001,CONV C/AR
261,57,1001,CONV C/AR
261,57,1001,CONVENCIONAL
261,57,1001,CONV C/AR
261,57,1001,CONVENCIONAL
266,57,UTIL,EXE
266,57,UTIL,CON
304,57,MACAENSE,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
304,57,1001,CONV C/AR
304,57,MACAENSE,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONVENCIONAL
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONVENCIONAL
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONVENCIONAL
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONVENCIONAL
348,57,1001,CONVENCIONAL
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONVENCIONAL
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONVENCIONAL
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
348,57,1001,CONV C/AR
349,57,UTIL,EXE
349,57,UTIL,EXE
399,57,ITAPEMIRIM,CONV C/ AR
1197,57,UTIL,Array
1197,57,UTIL,Array
1197,57,UTIL,Array
1197,57,UTIL,Array
1197,57,UTIL,Array
1197,57,UTIL,Array
1197,57,UTIL,Array
1197,57,UTIL,Array
1445,57,ITAPEMIRIM,CONV C/ AR
1445,57,ITAPEMIRIM,CONV C/ AR
1445,57,ITAPEMIRIM,EXECUTIVO
1445,57,ITAPEMIRIM,CONV C/ AR
1445,57,ITAPEMIRIM,CONV C/ AR
1445,57,ITAPEMIRIM,EXECUTIVO
1505,57,ITAPEMIRIM,CONV C/ AR
1505,57,ITAPEMIRIM,CONV C/ AR
1505,57,ITAPEMIRIM,EXECUTIVO
1531,57,GARCIA,LEITO
1531,57,GARCIA,CONVENC.
1653,57,AGUIA BRANCA,CONVENCIONAL
1653,57,AGUIA BRANCA,CONVENCIONAL
1653,57,AGUIA BRANCA,DOUBLE LEITO
1653,57,AGUIA BRANCA,DOUBLE PLUS
1653,57,AGUIA BRANCA,CONVENCIONAL
1653,57,AGUIA BRANCA,EXECUTIVO
1653,57,AGUIA BRANCA,EXECUTIVO
1653,57,ITAPEMIRIM,EXECUTIVO
1653,57,ITAPEMIRIM,CONV C/ AR
1653,57,ITAPEMIRIM,EXECUTIVO
1653,57,ITAPEMIRIM,CONV C/ AR
1653,57,ITAPEMIRIM,SEMI LEITO
1653,57,ITAPEMIRIM,EXECUTIVO
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
1655,57,COSTA VERDE,CONV
2242,57,UTIL,EXE
2242,57,UTIL,S.LEI
2242,57,UTIL,S.LEI
2242,57,UTIL,S.LEI
2242,57,UTIL,EXE
2242,57,UTIL,S.LEI
2242,57,UTIL,S.LEI
2242,57,UTIL,CON
2721,57,SAMPAIO,EXE
2721,57,SAMPAIO,EXE
2721,57,SAMPAIO,EXE
3356,57,AGUIA BRANCA,CONVENCIONAL
3356,57,AGUIA BRANCA,CONVENCIONAL
3356,57,AGUIA BRANCA,DOUBLE LEITO
3356,57,AGUIA BRANCA,DOUBLE PLUS
3356,57,AGUIA BRANCA,CONVENCIONAL
3356,57,AGUIA BRANCA,EXECUTIVO
1,59,COMETA,CONV
1,59,COMETA,CONV
1,59,COMETA,CONV
1,59,COMETA,CONV
1,59,COMETA,CONV
1,59,COMETA,CONV
1,59,COMETA,CONV
1,59,COMETA,LEITO
1,59,COMETA,GTV EX.
1,59,COMETA,GTV 1.CLS
57,59,BRISA,CON
57,59,UTIL,CON
57,59,UTIL,C/AR
57,59,BRISA,CON
57,59,UTIL,C/AR
57,59,UTIL,C/AR
57,59,UTIL,C/AR
57,59,UTIL,S.LEI
57,59,UTIL,C/AR
57,59,UTIL,C/AR
57,59,UTIL,C/AR
57,59,BRISA,C/AR
57,59,UTIL,C/AR
57,59,UTIL,C/AR
57,59,UTIL,CON
57,59,UTIL,C/AR
57,59,UTIL,C/AR
57,59,UTIL,S.LEI
57,59,UTIL,CON
57,59,UTIL,C/AR
76,59,ITAPEMIRIM,CONV C/ AR
76,59,UTIL,S.LEI
76,59,UTIL,EXE
258,59,BRISA,CON
258,59,BRISA,C/AR
1,60,COMETA,CONV
1,60,COMETA,CONV
1,60,COMETA,CONV
1,60,COMETA,CONV
1,60,COMETA,CONV
1,60,COMETA,CONV
1,60,COMETA,CONV
1,60,COMETA,CONV
1,60,COMETA,CONV
1,64,COMETA,CONV
1,64,COMETA,CONV
1,64,COMETA,CONV
1,64,COMETA,CONV
1,64,COMETA,CONV
1,64,COMETA,CONV
1,64,COMETA,CONV
1,64,COMETA,DD EXEC
1,64,COMETA,DD LEITO
1,64,COMETA,LEITO
1,64,COMETA,CONV
1,64,COMETA,CONV
1,64,COMETA,DD EXEC
1,64,COMETA,DD LEITO
2,64,COMETA,CONV
3,64,COMETA,CONV
3,64,GARDENIA,COMERCIAL
3,64,GARDENIA,COMERCIAL
19,64,COMETA,CONV
30,64,UTIL,EXE
30,64,UTIL,CON
30,64,UTIL,CON
55,64,COMETA,CONV
57,64,COMETA,CONV
57,64,COMETA,CONV
57,64,COMETA,CONV
57,64,COMETA,CONV
57,64,COMETA,GTV EX.
57,64,COMETA,GTV 1.CLS
57,64,COMETA,CONV
57,64,UTIL,CON
57,64,UTIL,S.LEI
57,64,UTIL,CON
57,64,UTIL,S.LEI
57,64,UTIL,S.LEI
57,64,UTIL,CON
57,64,UTIL,EXE
57,64,UTIL,EXE
57,64,UTIL,CON
57,64,UTIL,LEITO
57,64,UTIL,EXE
57,64,UTIL,CON
57,64,UTIL,S.LEI
76,64,ITAPEMIRIM,CONV C/ AR
76,64,ITAPEMIRIM,SEMI LEITO
106,64,UTIL,CON
106,64,UTIL,CON
106,64,UTIL,CON
106,64,UTIL,CON
129,64,UTIL,EXE
129,64,UTIL,CON
129,64,UTIL,EXE
129,64,UTIL,S.LEI
129,64,UTIL,EXE
129,64,UTIL,S.LEI
232,64,UTIL,CON
232,64,UTIL,EXE
232,64,UTIL,S.LEI
258,64,UTIL,CON
258,64,UTIL,S.LEI
258,64,UTIL,S.LEI
258,64,UTIL,CON
1505,64,ITAPEMIRIM,CONV C/ AR
1505,64,ITAPEMIRIM,CONV C/ AR
1505,64,ITAPEMIRIM,SEMI LEITO
1505,64,ITAPEMIRIM,CONV C/ AR
1653,64,ITAPEMIRIM,CONV C/ AR
1653,64,ITAPEMIRIM,CONV C/ AR
1653,64,ITAPEMIRIM,SEMI LEITO
1653,64,ITAPEMIRIM,CONV C/ AR
1653,64,ITAPEMIRIM,CONV C/ AR
57,67,COMETA,CONV
57,67,COMETA,CONV
1,68,CATARINENSE,EXECUTIVO
1,68,CATARINENSE,CONV. AR+WC
1,68,CATARINENSE,CONV DD
1,68,CATARINENSE,LEITO DD
1,68,CATARINENSE,EXECUTIVO DD
1,68,CATARINENSE,LEITO DD
1,68,CATARINENSE,CONV DD
1,68,CATARINENSE,LEITO DD
1,68,CATARINENSE,EXECUTIVO DD
1,68,CATARINENSE,LEITO DD
1,68,CATARINENSE,CONV DD
1,68,CATARINENSE,LEITO DD
1,68,1001,CONV C/AR
1,68,1001,CONV C/AR
2,68,CATARINENSE,EXECUTIVO DS
2,68,CATARINENSE,LEITO DS
2,68,CATARINENSE,CONV. AR+WC
3,68,CATARINENSE,CONV. AR+WC
3,68,CATARINENSE,CONV. AR+WC
24,68,CATARINENSE,EXECUTIVO DS
24,68,CATARINENSE,LEITO DS
24,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,EXECUTIVO DD
55,68,CATARINENSE,LEITO DD
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,EX DD DIRETO
55,68,CATARINENSE,LEITO DIRETO
55,68,CATARINENSE,EXECUTIVO DD
55,68,CATARINENSE,LEITO DD
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,EXECUTIVO DD
55,68,CATARINENSE,LEITO DD
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,EXECUTIVO DD
55,68,CATARINENSE,LEITO DD
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,EXECUTIVO DD
55,68,CATARINENSE,LEITO DD
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,EXECUTIVO DD
55,68,CATARINENSE,LEITO DD
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,EX DD DIRETO
55,68,CATARINENSE,LEITO DIRETO
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,EXECUTIVO DD
55,68,CATARINENSE,LEITO DD
55,68,CATARINENSE,CONV. AR+WC
55,68,CATARINENSE,CONV. AR+WC
55,68,EXPRESSO DO SUL,CONV AR
55,68,EXPRESSO DO SUL,CONV AR
55,68,PLUMA,CONVENCIONAL
57,68,ITAPEMIRIM,CONV C/ AR
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,DIRETO
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,EXECUTIVO DD
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,EXECUTIVO DD
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,EXECUTIVO DD
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,EXECUTIVO DD
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,EXECUTIVO DD
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,EXECUTIVO DD
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,CONV. AR+WC
220,68,CATARINENSE,EXECUTIVO DD
220,68,CATARINENSE,CONV. AR+WC
1531,68,BRASIL SUL,CONVENC.
1531,68,BRASIL SUL,CONVENC.
1531,68,BRASIL SUL,CONVENC.
1536,68,BRASIL SUL,CONVENC.
1536,68,BRASIL SUL,CONVENC.
1536,68,BRASIL SUL,EXECUTIVO
57,69,SAMPAIO,EXE
57,69,SAMPAIO,EXE
57,69,SAMPAIO,EXE
57,72,SAMPAIO,EXE
57,76,ITAPEMIRIM,CONV C/ AR
57,76,UTIL,EXE
57,76,UTIL,S.LEI
57,76,UTIL,EXE
64,76,ITAPEMIRIM,CONV C/ AR
64,76,ITAPEMIRIM,SEMI LEITO
398,76,REAL EXPRESSO,CONVENCIONAL
398,76,REAL EXPRESSO,EXECUTIVO
398,76,REAL EXPRESSO,EXECUTIVO
